,cena,powierzchnia,liczba_pokoi,stan_wykonczenia,balkon_ogrod_taras,czynsz,miejsce_parkingowe,ogrzewanie,lokalizacja
6228,599000,41.0,2,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
6229,1230000,128.17,6,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,inne,"ul. Maciejkowa, Tonie, Prądnik Biały, Kraków, małopolskie"
6230,2450000,67.34,4,do zamieszkania,,600,,gazowe,"ul. św. Tomasza, Stare Miasto, Stare Miasto, Kraków, małopolskie"
6231,2170000,155.0,5,do zamieszkania,balkon,,,gazowe,"ul. Grzegórzecka, Grzegórzki, Grzegórzki, Kraków, małopolskie"
6232,689400,41.76,2,,ogródek,,garaż/miejsce parkingowe,,"Bronowice Małe, Bronowice, Kraków, małopolskie"
6233,440000,44.21,2,do remontu,,548,,inne,"os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie"
6234,475000,45.09,2,,,300,,elektryczne,"ul. Fryderyka Chopina, Nowa Wieś, Krowodrza, Kraków, małopolskie"
6235,813834,43.06,3,do zamieszkania,balkon,600,garaż/miejsce parkingowe,miejskie,"Czyżyny, Czyżyny, Kraków, małopolskie"
6236,999000,65.4,3,do zamieszkania,,600,garaż/miejsce parkingowe,inne,"Płaszów, Podgórze, Kraków, małopolskie"
6237,735635,40.1,1,do zamieszkania,,,garaż/miejsce parkingowe,,"ul. Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie"
6238,831600,47.25,2,,balkon,,garaż/miejsce parkingowe,,"Nowa Huta, Nowa Huta, Kraków, małopolskie"
6239,690000,26.58,1,,taras,300,,miejskie,"ul. prof. Marka Stachowskiego, Grzegórzki, Grzegórzki, Kraków, małopolskie"
6240,737000,38.09,2,do zamieszkania,ogródek,,,,"ul. Gaik, Tonie, Prądnik Biały, Kraków, małopolskie"
6241,944010,92.55,4,,balkon,,,,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
6242,,56.9,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6243,480000,23.0,1,do zamieszkania,,100,,gazowe,"ul. Krupnicza, Piasek, Stare Miasto, Kraków, małopolskie"
6244,632600,42.17,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie"
6245,1866800,124.45,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6246,821100,51.97,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6247,,59.18,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Facimiech, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie"
6248,529803,41.07,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6249,577415,50.21,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6250,490071,37.41,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6251,581490,49.7,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6252,550098,45.09,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6253,599000,54.57,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6254,490071,37.41,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6255,529803,41.07,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6256,577415,50.21,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6257,580554,49.62,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6258,539000,44.0,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6259,599000,54.57,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6260,895185,66.31,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6261,479000,41.95,2,,,,garaż/miejsce parkingowe,,"Zabłocie, Podgórze, Kraków, małopolskie"
6262,500000,32.0,2,do zamieszkania,balkon,380,garaż/miejsce parkingowe,miejskie,"ul. Górników, Prokocim, Bieżanów-Prokocim, Kraków, małopolskie"
6263,1050000,58.47,3,,balkon,,garaż/miejsce parkingowe,,"ul. Zygmunta Starego, Mydlniki, Bronowice, Kraków, małopolskie"
6264,769000,49.27,2,do zamieszkania,ogródek,,,,"ul. Sołtysowska, Łęg, Czyżyny, Kraków, małopolskie"
6265,490071,37.41,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6266,529803,41.07,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6267,581490,49.7,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6268,550098,45.09,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6269,599000,54.57,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6270,551187,47.11,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6271,490202,37.42,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6272,724600,42.13,2,do wykończenia,taras,,garaż/miejsce parkingowe,miejskie,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie"
6273,530190,41.1,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6274,,38.93,2,do wykończenia,,,,gazowe,"ul. Długa 24, Kleparz, Stare Miasto, Kraków, małopolskie"
6275,944010,92.55,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"os. Bohaterów Września, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
6276,679000,63.5,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,gazowe,"Generała Franciszka Paszkowskiego, Tonie, Prądnik Biały, Kraków, małopolskie"
6277,619000,46.0,3,,balkon,400,,miejskie,"ul. Marii Bobrzeckiej, Żabiniec, Prądnik Biały, Kraków, małopolskie"
6278,719628,42.22,2,do zamieszkania,,650,garaż/miejsce parkingowe,miejskie,"ul. Wałowa, Zabłocie, Podgórze, Kraków, małopolskie"
6279,939985,67.82,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Turniejowa, Kurdwanów, Podgórze Duchackie, Kraków, małopolskie"
6280,577415,50.21,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6281,550220,45.1,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6282,490071,37.41,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6283,529803,41.07,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6284,577415,50.21,2,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6285,634480,56.65,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6286,750000,51.0,2,do zamieszkania,balkon,370,garaż/miejsce parkingowe,miejskie,"ul. Malwowa, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
6287,1895000,114.0,4,do zamieszkania,balkon,1885,,miejskie,"Aleja Adama Mickiewicza, Piasek, Stare Miasto, Kraków, małopolskie"
6288,,43.1,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Bartosza Głowackiego, Bronowice, Bronowice, Kraków, małopolskie"
6289,830000,66.66,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Białych Brzóz, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
6290,540000,52.9,3,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Jaworowa, Wieliczka, Wieliczka, wielicki, małopolskie"
6291,886788,62.1,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Rydlówka, Bronowice Małe, Bronowice, Kraków, małopolskie"
6292,559000,36.57,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"Stare Miasto, Stare Miasto, Kraków, małopolskie"
6293,876435,59.5,3,,balkon,,garaż/miejsce parkingowe,,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
6294,2003346,96.9,4,do wykończenia,"ogródek, taras",,garaż/miejsce parkingowe,miejskie,"ul. Stanisława Przybyszewskiego, Małe Błonia, Krowodrza, Kraków, małopolskie"
6295,1617268,83.1,4,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Stanisława Przybyszewskiego, Małe Błonia, Krowodrza, Kraków, małopolskie"
6296,590000,33.0,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. bp. Jana Prandoty, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
6297,544000,29.2,1,do zamieszkania,balkon,350,,,"al. Kijowska, Łobzów, Krowodrza, Kraków, małopolskie"
6298,670000,50.14,2,do zamieszkania,balkon,750,garaż/miejsce parkingowe,,"ul. Mały Płaszów, Płaszów, Podgórze, Kraków, małopolskie"
6299,994345,55.55,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
6300,857248,96.32,3,,balkon,,,gazowe,"ul. Graniczna, Olszyny, Dębniki, Kraków, małopolskie"
6301,821126,51.97,3,do wykończenia,,,garaż/miejsce parkingowe,gazowe,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6302,1300000,64.0,3,do zamieszkania,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Rakowicka, Przedmieście Warszawskie, Stare Miasto, Kraków, małopolskie"
6303,1019000,67.18,2,,balkon,1350,garaż/miejsce parkingowe,miejskie,"ul. Kołowa, Bronowice, Bronowice, Kraków, małopolskie"
6304,716135,38.71,1,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
6305,729000,51.17,2,,ogródek,,,,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
6306,919350,67.0,4,,"ogródek, taras",,,,"ul. Henryka Pachońskiego, Prądnik Biały, Prądnik Biały, Kraków, małopolskie"
6307,1866750,124.45,4,,ogródek,,,,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6308,719000,55.98,3,,ogródek,,,,"ul. Walerego Sławka, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie"
6309,1156910,60.89,3,,"balkon, taras",,,,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie"
6310,2600000,133.0,3,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,gazowe,"ul. św. Jana, Stare Miasto, Stare Miasto, Kraków, małopolskie"
6311,4950000,222.0,4,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,gazowe,"ul. św. Jana, Stare Miasto, Stare Miasto, Kraków, małopolskie"
6312,415000,40.0,2,do remontu,,,,elektryczne,"ul. Urzędnicza, Nowa Wieś, Krowodrza, Kraków, małopolskie"
6313,700000,42.0,2,do zamieszkania,balkon,670,,miejskie,"ul. Czarnowiejska, Nowa Wieś, Krowodrza, Kraków, małopolskie"
6314,1350000,74.7,3,do zamieszkania,,,garaż/miejsce parkingowe,gazowe,"ul. Krowoderska, Kleparz, Stare Miasto, Kraków, małopolskie"
6315,,44.84,2,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6316,,67.64,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6317,,87.58,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6318,,78.46,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6319,,67.37,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Piotra Borowego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie"
6320,730000,53.61,3,do wykończenia,"balkon, taras",,garaż/miejsce parkingowe,miejskie,"ul. Agatowa, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6321,924744,58.16,3,do zamieszkania,ogródek,700,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
6322,1208429,67.51,4,do zamieszkania,ogródek,,garaż/miejsce parkingowe,miejskie,"Płaszów, Podgórze, Kraków, małopolskie"
6323,626471,42.0,2,,,,,,"ul. Stefana Banacha, Górka Narodowa, Prądnik Biały, Kraków, małopolskie"
6324,774172,45.01,2,,ogródek,,,,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie"
6325,2055000,76.0,4,,balkon,700,,miejskie,"ul. prof. Marka Stachowskiego, Grzegórzki, Grzegórzki, Kraków, małopolskie"
6326,788100,45.82,2,do wykończenia,balkon,,garaż/miejsce parkingowe,inne,"Bronowice, Bronowice, Kraków, małopolskie"
6327,2034330,94.62,4,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
6328,499001,25.33,1,do wykończenia,balkon,,,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
6329,2499000,139.0,3,,,,,,"ul. 28 Lipca 1943 1943, Wola Justowska, Zwierzyniec, Kraków, małopolskie"
6330,1111124,56.69,3,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
6331,1552797,78.0,3,do wykończenia,"balkon, ogródek",,,miejskie,"ul. Brązownicza, Małe Błonia, Krowodrza, Kraków, małopolskie"
6332,529000,40.6,2,do zamieszkania,,146,,,"ul. Stefana Batorego, Piasek, Stare Miasto, Kraków, małopolskie"
6333,855100,50.3,2,do wykończenia,,,garaż/miejsce parkingowe,miejskie,"ul. Cieszyńska, Krowodrza, Krowodrza, Kraków, małopolskie"
6334,1156900,60.89,3,do wykończenia,"taras, balkon, ogródek",550,garaż/miejsce parkingowe,miejskie,"ul. Na Błonie, Bronowice, Bronowice, Kraków, małopolskie"
6335,893700,51.97,3,do wykończenia,ogródek,500,garaż/miejsce parkingowe,miejskie,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6336,1405900,90.12,4,do wykończenia,ogródek,600,garaż/miejsce parkingowe,miejskie,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6337,2113780,124.34,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,gazowe,"ul. Wiosenna, Chełm, Zwierzyniec, Kraków, małopolskie"
6338,1100000,50.0,2,do zamieszkania,"ogródek, taras",580,,miejskie,"ul. Tadeusza Szafrana, Stare Podgórze, Podgórze, Kraków, małopolskie"
6339,,82.98,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Ognistych Wici, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
6340,629000,63.25,3,do zamieszkania,balkon,850,,miejskie,"os. Oświecenia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie"
6341,365000,25.41,1,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6342,540000,52.9,3,do wykończenia,balkon,,garaż/miejsce parkingowe,gazowe,"ul. Jaworowa, Wieliczka, Wieliczka, wielicki, małopolskie"
6343,1050000,61.0,3,,balkon,300,,,"Bronowice, Bronowice, Kraków, małopolskie"
6344,361000,25.35,1,do wykończenia,balkon,,,miejskie,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie"
6345,985230,72.98,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6346,,59.18,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Facimiech, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie"
6347,944460,85.86,3,,balkon,,garaż/miejsce parkingowe,miejskie,"Łęg, Czyżyny, Kraków, małopolskie"
6348,829000,108.82,3,,balkon,,garaż/miejsce parkingowe,,"ul. Brzegowa, Mydlniki, Bronowice, Kraków, małopolskie"
6349,904995,59.5,2,do wykończenia,balkon,,garaż/miejsce parkingowe,miejskie,"ul. Rydlówka, Stare Podgórze, Podgórze, Kraków, małopolskie"
6350,1046925,77.55,4,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6351,965385,71.51,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6352,995355,73.73,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6353,1043415,77.29,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6354,965385,71.51,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6355,995355,73.73,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6356,793260,58.76,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6357,955395,70.77,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6358,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6359,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6360,1043415,77.29,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6361,955395,70.77,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6362,917670,70.59,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6363,955395,70.77,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6364,965385,71.51,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6365,995355,73.73,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6366,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6367,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6368,948740,72.98,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6369,965385,71.51,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6370,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6371,995355,73.73,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6372,1082060,77.29,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6373,999270,74.02,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6374,1008150,77.55,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6375,1008150,77.55,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6376,969840,71.84,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6377,1008150,77.55,4,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6378,865410,66.57,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6379,969840,71.84,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6380,975780,72.28,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6381,975780,72.28,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6382,969840,71.84,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6383,865410,66.57,4,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6384,975780,72.28,3,do wykończenia,balkon,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6385,804020,57.43,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6386,804020,57.43,3,do wykończenia,ogródek,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
6387,873450,64.7,3,do wykończenia,,,garaż/miejsce parkingowe,,"ul. Przewóz, Płaszów, Podgórze, Kraków, małopolskie"
